CASEID,FUELTYPE,WEATHER,SURFCOND,VIN,DVTOTAL,ROLLOVER,SPEEDLIMIT,BODYTYPE,PASSENGERS,BELTED_PASSENGERS,GAD1,AIRBAG_DEPLOYED,FIRE
2400023,1,1,1,1N6AA1ED2MN5,25,1,56,3,2,2,F,1,1
2400024,1,2,2,WDDSJ4EBXGN3,25,1,80,1,2,2,F,1,1
2400030,1,4,3,5FNYF6H03LB0,999,2,129,2,5,5,R,1,1
2400035,1,1,1,5TFCZ5AN5HX1,999,1,89,3,1,1,F,1,1
2400042,1,2,2,1N4AA6AP4GC4,999,1,113,1,1,0,9,0,1
2400045,1,1,1,JF2SJARCXJH5,999,1,48,2,1,1,F,2,1
2400062,1,1,1,1G1ZH5SX4GF3,999,1,89,1,1,1,F,2,1
2400074,1,1,2,2HGFC2F73GH5,999,1,105,1,2,2,L,1,1
2400090,1,1,1,5GAEVAKW1MJ2,999,1,40,2,3,3,F,1,1
2400103,1,4,3,5N1AT2MT6FC7,999,1,105,1,1,0,U,2,1
2400105,1,1,1,1HGCY1F38PA0,999,1,105,1,1,1,F,2,1
2400107,1,4,3,2T1BURHE7FC3,22,1,121,1,2,2,F,2,1
2400124,1,1,1,3N1AB8CV9MY2,999,1,105,1,1,1,R,2,1
2400165,1,4,5,5TFLA5DB1NX0,18,1,113,3,3,3,F,2,1
2400167,1,8,4,3N1CP5CV3NL5,999,1,129,1,1,1,F,2,1
2400169,1,1,1,1GNDV23168D2,999,2,121,4,1,0,L,2,1
2400179,1,4,5,1GCEK14R2WZ1,999,2,89,3,1,0,T,2,1
2400187,1,1,3,KMHLL4DG2RU6,999,1,113,1,2,0,U,2,1
2400217,1,1,1,3FAHP0HA3CR4,999,1,113,1,1,1,F,1,1
2400227,1,4,3,1GNEC13T31R1,999,2,113,2,1,0,R,1,1
2400236,1,1,1,LYV402TK6HB1,999,1,56,1,1,1,F,2,1
2400238,1,4,3,5N1AR2MM7FC6,17,1,40,2,1,1,F,1,1
2400238,1,4,3,5N1AR2MM7FC6,17,1,40,2,1,1,F,1,1
2400238,1,4,3,5N1AR2MM7FC6,17,1,999,2,1,1,F,1,1
2400238,1,4,3,5N1AR2MM7FC6,17,1,999,2,1,1,F,1,1
2400238,1,4,3,5N1AR2MM7FC6,17,0,40,2,1,1,F,1,1
2400238,1,4,3,5N1AR2MM7FC6,17,0,40,2,1,1,F,1,1
2400238,1,4,3,5N1AR2MM7FC6,17,0,999,2,1,1,F,1,1
2400238,1,4,3,5N1AR2MM7FC6,17,0,999,2,1,1,F,1,1
2400238,1,4,3,5N1AR2MM7FC6,999,1,40,2,1,1,F,1,1
2400238,1,4,3,5N1AR2MM7FC6,999,1,40,2,1,1,F,1,1
2400238,1,4,3,5N1AR2MM7FC6,999,1,999,2,1,1,F,1,1
2400238,1,4,3,5N1AR2MM7FC6,999,1,999,2,1,1,F,1,1
2400238,1,4,3,5N1AR2MM7FC6,999,0,40,2,1,1,F,1,1
2400238,1,4,3,5N1AR2MM7FC6,999,0,40,2,1,1,F,1,1
2400238,1,4,3,5N1AR2MM7FC6,999,0,999,2,1,1,F,1,1
2400238,1,4,3,5N1AR2MM7FC6,999,0,999,2,1,1,F,1,1
2400238,1,4,3,5J6RM4H45GL1,17,1,40,2,1,1,F,1,1
2400238,1,4,3,5J6RM4H45GL1,17,1,40,2,1,1,F,1,1
2400238,1,4,3,5J6RM4H45GL1,17,1,999,2,1,1,F,1,1
2400238,1,4,3,5J6RM4H45GL1,17,1,999,2,1,1,F,1,1
2400238,1,4,3,5J6RM4H45GL1,17,0,40,2,1,1,F,1,1
2400238,1,4,3,5J6RM4H45GL1,17,0,40,2,1,1,F,1,1
2400238,1,4,3,5J6RM4H45GL1,17,0,999,2,1,1,F,1,1
2400238,1,4,3,5J6RM4H45GL1,17,0,999,2,1,1,F,1,1
2400238,1,4,3,5J6RM4H45GL1,999,1,40,2,1,1,F,1,1
2400238,1,4,3,5J6RM4H45GL1,999,1,40,2,1,1,F,1,1
2400238,1,4,3,5J6RM4H45GL1,999,1,999,2,1,1,F,1,1
2400238,1,4,3,5J6RM4H45GL1,999,1,999,2,1,1,F,1,1
2400238,1,4,3,5J6RM4H45GL1,999,0,40,2,1,1,F,1,1
2400238,1,4,3,5J6RM4H45GL1,999,0,40,2,1,1,F,1,1
2400238,1,4,3,5J6RM4H45GL1,999,0,999,2,1,1,F,1,1
2400238,1,4,3,5J6RM4H45GL1,999,0,999,2,1,1,F,1,1
2400249,1,4,5,5J6RT6H84NL0,999,1,40,2,3,2,F,2,1
2400249,11,4,5,5J6RT6H84NL0,999,1,40,2,3,2,F,2,1
2400261,1,1,1,KNDPMCAC5M78,999,1,48,2,1,1,F,2,1
2400271,1,1,5,1G4HD57286U2,999,1,56,1,1,0,F,1,1
2400276,1,8,1,3MVDMBCM4PM5,24,1,113,2,1,1,F,1,1
2400279,1,1,1,1J4HA5H14BL5,38,1,72,2,1,0,F,1,1
2400287,1,1,1,5YFBURHE1GP5,32,1,72,1,1,0,F,1,1
2400291,1,2,2,3FAHP08Z68R2,21,1,97,1,1,1,L,1,1
2400298,1,1,1,1N4AL2AP1BN4,999,1,89,1,1,1,F,1,1
2400301,1,2,2,3FA6P0H70GR2,999,1,89,1,1,0,R,2,1
2400305,1,1,1,1FTEW1E81PFB,999,1,80,3,1,1,F,2,1
2400306,1,3,2,KM8J3CAL2MU3,999,1,72,2,1,1,F,2,1
2400308,1,1,1,3GKALVEX4KL2,999,1,89,2,1,1,F,2,1
2400312,1,2,2,1C3CCCAB3GN1,999,1,64,1,1,1,L,1,1
2400313,1,10,5,1G1AK55F0677,999,2,113,1,1,0,T,2,1
2400325,1,1,1,1FTEW1E89PFB,999,1,121,3,1,0,F,1,1
2400351,1,2,2,5NPE34AF9FH2,999,1,105,1,1,0,F,1,1
2400353,1,10,5,2HGFA1F54AH3,6,1,89,1,1,0,R,2,1
2400366,1,1,1,1G1JC5SH8D42,63,1,64,1,1,0,F,1,1
2400371,1,1,5,4S4WMAPD7L34,11,1,89,2,1,1,F,1,1
2400381,1,8,5,JA4MT31H3YP0,999,1,72,2,1,0,N,2,2
2400382,1,1,5,4S3BK6354S73,17,1,40,1,1,0,F,2,1
2400382,1,1,5,4S3BK6354S73,17,1,40,3,1,0,F,2,1
2400382,1,1,5,4S3BK6354S73,17,1,999,1,1,0,F,2,1
2400382,1,1,5,4S3BK6354S73,17,1,999,3,1,0,F,2,1
2400382,1,1,5,4S3BK6354S73,17,0,40,1,1,0,F,2,1
2400382,1,1,5,4S3BK6354S73,17,0,40,3,1,0,F,2,1
2400382,1,1,5,4S3BK6354S73,17,0,999,1,1,0,F,2,1
2400382,1,1,5,4S3BK6354S73,17,0,999,3,1,0,F,2,1
2400382,1,1,5,4S3BK6354S73,999,1,40,1,1,0,F,2,1
2400382,1,1,5,4S3BK6354S73,999,1,40,3,1,0,F,2,1
2400382,1,1,5,4S3BK6354S73,999,1,999,1,1,0,F,2,1
2400382,1,1,5,4S3BK6354S73,999,1,999,3,1,0,F,2,1
2400382,1,1,5,4S3BK6354S73,999,0,40,1,1,0,F,2,1
2400382,1,1,5,4S3BK6354S73,999,0,40,3,1,0,F,2,1
2400382,1,1,5,4S3BK6354S73,999,0,999,1,1,0,F,2,1
2400382,1,1,5,4S3BK6354S73,999,0,999,3,1,0,F,2,1
2400382,1,1,5,5TFUM5F1XCX0,17,1,40,1,1,0,F,2,1
2400382,1,1,5,5TFUM5F1XCX0,17,1,40,3,1,0,F,2,1
2400382,1,1,5,5TFUM5F1XCX0,17,1,999,1,1,0,F,2,1
2400382,1,1,5,5TFUM5F1XCX0,17,1,999,3,1,0,F,2,1
2400382,1,1,5,5TFUM5F1XCX0,17,0,40,1,1,0,F,2,1
2400382,1,1,5,5TFUM5F1XCX0,17,0,40,3,1,0,F,2,1
2400382,1,1,5,5TFUM5F1XCX0,17,0,999,1,1,0,F,2,1
2400382,1,1,5,5TFUM5F1XCX0,17,0,999,3,1,0,F,2,1
2400382,1,1,5,5TFUM5F1XCX0,999,1,40,1,1,0,F,2,1
2400382,1,1,5,5TFUM5F1XCX0,999,1,40,3,1,0,F,2,1
2400382,1,1,5,5TFUM5F1XCX0,999,1,999,1,1,0,F,2,1
2400382,1,1,5,5TFUM5F1XCX0,999,1,999,3,1,0,F,2,1
2400382,1,1,5,5TFUM5F1XCX0,999,0,40,1,1,0,F,2,1
2400382,1,1,5,5TFUM5F1XCX0,999,0,40,3,1,0,F,2,1
2400382,1,1,5,5TFUM5F1XCX0,999,0,999,1,1,0,F,2,1
2400382,1,1,5,5TFUM5F1XCX0,999,0,999,3,1,0,F,2,1
2400383,1,1,5,5XYZTDLB9HG4,14,1,40,2,2,2,F,2,1
2400383,1,1,5,5XYZTDLB9HG4,14,1,40,3,2,2,F,2,1
2400383,1,1,5,5XYZTDLB9HG4,14,1,999,2,2,2,F,2,1
2400383,1,1,5,5XYZTDLB9HG4,14,1,999,3,2,2,F,2,1
2400383,1,1,5,5XYZTDLB9HG4,14,0,40,2,2,2,F,2,1
2400383,1,1,5,5XYZTDLB9HG4,14,0,40,3,2,2,F,2,1
2400383,1,1,5,5XYZTDLB9HG4,14,0,999,2,2,2,F,2,1
2400383,1,1,5,5XYZTDLB9HG4,14,0,999,3,2,2,F,2,1
2400383,1,1,5,5XYZTDLB9HG4,999,1,40,2,2,2,F,2,1
2400383,1,1,5,5XYZTDLB9HG4,999,1,40,3,2,2,F,2,1
2400383,1,1,5,5XYZTDLB9HG4,999,1,999,2,2,2,F,2,1
2400383,1,1,5,5XYZTDLB9HG4,999,1,999,3,2,2,F,2,1
2400383,1,1,5,5XYZTDLB9HG4,999,0,40,2,2,2,F,2,1
2400383,1,1,5,5XYZTDLB9HG4,999,0,40,3,2,2,F,2,1
2400383,1,1,5,5XYZTDLB9HG4,999,0,999,2,2,2,F,2,1
2400383,1,1,5,5XYZTDLB9HG4,999,0,999,3,2,2,F,2,1
2400383,1,1,5,5TFPX4EN5CX0,14,1,40,2,2,2,F,2,1
2400383,1,1,5,5TFPX4EN5CX0,14,1,40,3,2,2,F,2,1
2400383,1,1,5,5TFPX4EN5CX0,14,1,999,2,2,2,F,2,1
2400383,1,1,5,5TFPX4EN5CX0,14,1,999,3,2,2,F,2,1
2400383,1,1,5,5TFPX4EN5CX0,14,0,40,2,2,2,F,2,1
2400383,1,1,5,5TFPX4EN5CX0,14,0,40,3,2,2,F,2,1
2400383,1,1,5,5TFPX4EN5CX0,14,0,999,2,2,2,F,2,1
2400383,1,1,5,5TFPX4EN5CX0,14,0,999,3,2,2,F,2,1
2400383,1,1,5,5TFPX4EN5CX0,999,1,40,2,2,2,F,2,1
2400383,1,1,5,5TFPX4EN5CX0,999,1,40,3,2,2,F,2,1
2400383,1,1,5,5TFPX4EN5CX0,999,1,999,2,2,2,F,2,1
2400383,1,1,5,5TFPX4EN5CX0,999,1,999,3,2,2,F,2,1
2400383,1,1,5,5TFPX4EN5CX0,999,0,40,2,2,2,F,2,1
2400383,1,1,5,5TFPX4EN5CX0,999,0,40,3,2,2,F,2,1
2400383,1,1,5,5TFPX4EN5CX0,999,0,999,2,2,2,F,2,1
2400383,1,1,5,5TFPX4EN5CX0,999,0,999,3,2,2,F,2,1
2400400,1,1,2,2HGEH2350RH5,999,2,121,1,2,2,T,0,1
2400402,1,8,1,1FMJK2AT6HEA,999,1,89,2,1,1,F,1,1
2400403,2,1,1,1G4GC5E3XDF3,999,1,89,1,2,2,F,2,1
2400406,1,1,1,5XYP3DHC7NG2,14,1,56,2,1,1,F,1,1
2400406,1,1,1,5XYP3DHC7NG2,14,1,56,3,1,1,F,1,1
2400406,1,1,1,5XYP3DHC7NG2,14,1,999,2,1,1,F,1,1
2400406,1,1,1,5XYP3DHC7NG2,14,1,999,3,1,1,F,1,1
2400406,1,1,1,5XYP3DHC7NG2,14,0,56,2,1,1,F,1,1
2400406,1,1,1,5XYP3DHC7NG2,14,0,56,3,1,1,F,1,1
2400406,1,1,1,5XYP3DHC7NG2,14,0,999,2,1,1,F,1,1
2400406,1,1,1,5XYP3DHC7NG2,14,0,999,3,1,1,F,1,1
2400406,1,1,1,5XYP3DHC7NG2,999,1,56,2,1,1,F,1,1
2400406,1,1,1,5XYP3DHC7NG2,999,1,56,3,1,1,F,1,1
2400406,1,1,1,5XYP3DHC7NG2,999,1,999,2,1,1,F,1,1
2400406,1,1,1,5XYP3DHC7NG2,999,1,999,3,1,1,F,1,1
2400406,1,1,1,5XYP3DHC7NG2,999,0,56,2,1,1,F,1,1
2400406,1,1,1,5XYP3DHC7NG2,999,0,56,3,1,1,F,1,1
2400406,1,1,1,5XYP3DHC7NG2,999,0,999,2,1,1,F,1,1
2400406,1,1,1,5XYP3DHC7NG2,999,0,999,3,1,1,F,1,1
2400406,1,1,1,1FTFW1EF9EKF,14,1,56,2,1,1,F,1,1
2400406,1,1,1,1FTFW1EF9EKF,14,1,56,3,1,1,F,1,1
2400406,1,1,1,1FTFW1EF9EKF,14,1,999,2,1,1,F,1,1
2400406,1,1,1,1FTFW1EF9EKF,14,1,999,3,1,1,F,1,1
2400406,1,1,1,1FTFW1EF9EKF,14,0,56,2,1,1,F,1,1
2400406,1,1,1,1FTFW1EF9EKF,14,0,56,3,1,1,F,1,1
2400406,1,1,1,1FTFW1EF9EKF,14,0,999,2,1,1,F,1,1
2400406,1,1,1,1FTFW1EF9EKF,14,0,999,3,1,1,F,1,1
2400406,1,1,1,1FTFW1EF9EKF,999,1,56,2,1,1,F,1,1
2400406,1,1,1,1FTFW1EF9EKF,999,1,56,3,1,1,F,1,1
2400406,1,1,1,1FTFW1EF9EKF,999,1,999,2,1,1,F,1,1
2400406,1,1,1,1FTFW1EF9EKF,999,1,999,3,1,1,F,1,1
2400406,1,1,1,1FTFW1EF9EKF,999,0,56,2,1,1,F,1,1
2400406,1,1,1,1FTFW1EF9EKF,999,0,56,3,1,1,F,1,1
2400406,1,1,1,1FTFW1EF9EKF,999,0,999,2,1,1,F,1,1
2400406,1,1,1,1FTFW1EF9EKF,999,0,999,3,1,1,F,1,1
2400408,1,1,3,2GNALCEK3G62,31,1,80,2,1,1,F,1,1
2400410,1,1,1,JTDKN3DU5B13,999,2,89,1,1,1,T,1,1
2400425,1,1,1,2T1BU4EE7AC2,46,1,80,1,4,2,F,1,1
2400429,1,1,1,3GNCJLSB4KL2,999,1,97,2,1,1,F,1,1
2400430,1,8,2,1MEFM50U8YA6,999,1,48,1,1,0,F,1,1
2400440,1,2,5,2C4GP44302R6,999,2,129,4,6,4,T,2,1
2400444,1,8,2,3N1CP5CV0PL5,999,1,89,1,2,1,F,1,1
2400451,1,1,1,1C4PJLCB9FW5,999,1,40,2,1,0,F,2,1
2400452,1,2,2,1YVFP80C455M,38,1,89,1,1,0,F,2,1
2400483,4,2,2,3C6UR5DL2JG3,999,2,97,3,2,1,T,1,1
2400524,1,1,1,1FMCU94GX9KA,999,1,113,2,1,1,F,2,1
2400537,1,1,1,1G1JD5SH6J41,999,1,64,1,2,2,F,2,1
2400540,1,1,1,5XXGW4L29KG3,999,1,89,1,1,1,F,2,1
2400550,1,1,1,KNDMB5C14H62,999,1,89,4,2,0,F,2,1
2400565,1,1,1,KL4MMESL9PB0,999,1,121,2,1,1,F,1,1
2400569,1,1,1,5N1DR2BM8LC6,999,1,89,2,1,1,F,2,1
2400573,1,1,1,1C4NJRFB2FD2,999,1,64,2,1,0,F,1,1
2400573,1,1,1,1C4NJRFB2FD2,999,1,64,66,1,0,F,1,1
2400573,1,1,1,1C4NJRFB2FD2,999,1,999,2,1,0,F,1,1
2400573,1,1,1,1C4NJRFB2FD2,999,1,999,66,1,0,F,1,1
2400573,1,1,1,1C4NJRFB2FD2,999,0,64,2,1,0,F,1,1
2400573,1,1,1,1C4NJRFB2FD2,999,0,64,66,1,0,F,1,1
2400573,1,1,1,1C4NJRFB2FD2,999,0,999,2,1,0,F,1,1
2400573,1,1,1,1C4NJRFB2FD2,999,0,999,66,1,0,F,1,1
2400573,1,1,1,1C4NJRFB2FD2,999,1,64,2,1,0,F,1,1
2400573,1,1,1,1C4NJRFB2FD2,999,1,64,66,1,0,F,1,1
2400573,1,1,1,1C4NJRFB2FD2,999,1,999,2,1,0,F,1,1
2400573,1,1,1,1C4NJRFB2FD2,999,1,999,66,1,0,F,1,1
2400573,1,1,1,1C4NJRFB2FD2,999,0,64,2,1,0,F,1,1
2400573,1,1,1,1C4NJRFB2FD2,999,0,64,66,1,0,F,1,1
2400573,1,1,1,1C4NJRFB2FD2,999,0,999,2,1,0,F,1,1
2400573,1,1,1,1C4NJRFB2FD2,999,0,999,66,1,0,F,1,1
2400573,1,1,1,1XKWDB9XX4J0,999,1,64,2,1,0,F,1,1
2400573,1,1,1,1XKWDB9XX4J0,999,1,64,66,1,0,F,1,1
2400573,1,1,1,1XKWDB9XX4J0,999,1,999,2,1,0,F,1,1
2400573,1,1,1,1XKWDB9XX4J0,999,1,999,66,1,0,F,1,1
2400573,1,1,1,1XKWDB9XX4J0,999,0,64,2,1,0,F,1,1
2400573,1,1,1,1XKWDB9XX4J0,999,0,64,66,1,0,F,1,1
2400573,1,1,1,1XKWDB9XX4J0,999,0,999,2,1,0,F,1,1
2400573,1,1,1,1XKWDB9XX4J0,999,0,999,66,1,0,F,1,1
2400573,1,1,1,1XKWDB9XX4J0,999,1,64,2,1,0,F,1,1
2400573,1,1,1,1XKWDB9XX4J0,999,1,64,66,1,0,F,1,1
2400573,1,1,1,1XKWDB9XX4J0,999,1,999,2,1,0,F,1,1
2400573,1,1,1,1XKWDB9XX4J0,999,1,999,66,1,0,F,1,1
2400573,1,1,1,1XKWDB9XX4J0,999,0,64,2,1,0,F,1,1
2400573,1,1,1,1XKWDB9XX4J0,999,0,64,66,1,0,F,1,1
2400573,1,1,1,1XKWDB9XX4J0,999,0,999,2,1,0,F,1,1
2400573,1,1,1,1XKWDB9XX4J0,999,0,999,66,1,0,F,1,1
2400577,1,2,2,1GCPWDED8KZ1,999,2,105,3,1,0,T,1,1
2400593,4,5,3,1GCHK23142F1,999,2,129,3,1,1,R,2,1
2400608,1,2,2,2GCEK19T0311,999,1,72,3,2,2,R,2,1
2400613,1,2,2,KL8CB6SA5MC7,999,1,56,1,1,0,F,2,1
2400642,1,8,1,1FTRX08L0XKB,999,1,89,3,1,1,F,2,1
2400648,1,1,1,5TFBY5F13MX0,999,1,48,3,1,1,F,2,1
2400656,1,2,2,3N1AB8DV6PY2,999,1,105,1,1,1,F,1,1
2400657,1,2,2,2C3CDZFJ5NH2,999,1,113,1,1,1,L,1,1
2400664,1,1,1,1C6SRFFT8NN1,29,1,105,3,1,0,F,1,1
2400688,1,2,2,KL4MMDS2XPB0,41,1,113,2,1,1,F,1,1
2400689,1,1,1,1C4NJPBA8ED6,999,1,48,2,1,0,F,1,1
2400706,1,1,1,KL7CJLSB6JB7,999,1,89,2,1,1,F,1,1
2400714,1,5,2,1FAHP3F2XCL4,999,1,72,1,1,1,F,2,1
2400715,1,1,5,2T1BURHE7KC1,32,1,24,1,1,1,F,2,1
2400717,1,2,2,5J6RE38759L0,999,2,56,2,2,0,9,0,1
2400725,1,4,3,4T1M11AK7LU9,17,1,121,1,1,1,F,1,1
2400762,1,1,1,1FMZK05155GA,999,2,89,1,2,1,T,1,1
2400769,1,4,5,1GCDM19X85B1,999,2,113,4,1,0,T,2,1
2400777,1,2,2,5YFBURHE4GP4,23,1,105,1,2,2,F,1,1
2400790,1,1,1,3N1AB8CV0MY2,999,1,56,1,2,0,F,2,1
2400791,1,1,2,3N1CN8EV8ML8,999,1,105,1,1,0,R,1,1
2400811,1,4,2,5N1DR3DK9NC2,28,1,72,2,1,1,F,1,1
2400829,2,1,1,1FM5K7F82EGC,999,1,48,2,1,1,F,1,1
2400837,1,1,1,3FA6P0K98DR2,999,1,105,1,1,1,F,2,1
2400844,1,1,1,KL4CJFSB0FB2,999,1,80,2,1,1,F,1,1
2400845,1,2,2,1N4AA5AP1BC8,999,1,999,1,1,1,F,1,1
2400861,1,1,1,3FAHP0HA6BR2,999,1,48,1,1,0,F,2,1
2400861,1,1,1,3FAHP0HA6BR2,999,1,48,1,1,0,F,2,1
2400861,1,1,1,3FAHP0HA6BR2,999,1,999,1,1,0,F,2,1
2400861,1,1,1,3FAHP0HA6BR2,999,1,999,1,1,0,F,2,1
2400861,1,1,1,3FAHP0HA6BR2,999,0,48,1,1,0,F,2,1
2400861,1,1,1,3FAHP0HA6BR2,999,0,48,1,1,0,F,2,1
2400861,1,1,1,3FAHP0HA6BR2,999,0,999,1,1,0,F,2,1
2400861,1,1,1,3FAHP0HA6BR2,999,0,999,1,1,0,F,2,1
2400861,1,1,1,3FAHP0HA6BR2,999,1,48,1,1,0,F,2,1
2400861,1,1,1,3FAHP0HA6BR2,999,1,48,1,1,0,F,2,1
2400861,1,1,1,3FAHP0HA6BR2,999,1,999,1,1,0,F,2,1
2400861,1,1,1,3FAHP0HA6BR2,999,1,999,1,1,0,F,2,1
2400861,1,1,1,3FAHP0HA6BR2,999,0,48,1,1,0,F,2,1
2400861,1,1,1,3FAHP0HA6BR2,999,0,48,1,1,0,F,2,1
2400861,1,1,1,3FAHP0HA6BR2,999,0,999,1,1,0,F,2,1
2400861,1,1,1,3FAHP0HA6BR2,999,0,999,1,1,0,F,2,1
2400861,1,1,1,JTDZN3EU1C30,999,1,48,1,1,0,F,2,1
2400861,1,1,1,JTDZN3EU1C30,999,1,48,1,1,0,F,2,1
2400861,1,1,1,JTDZN3EU1C30,999,1,999,1,1,0,F,2,1
2400861,1,1,1,JTDZN3EU1C30,999,1,999,1,1,0,F,2,1
2400861,1,1,1,JTDZN3EU1C30,999,0,48,1,1,0,F,2,1
2400861,1,1,1,JTDZN3EU1C30,999,0,48,1,1,0,F,2,1
2400861,1,1,1,JTDZN3EU1C30,999,0,999,1,1,0,F,2,1
2400861,1,1,1,JTDZN3EU1C30,999,0,999,1,1,0,F,2,1
2400861,1,1,1,JTDZN3EU1C30,999,1,48,1,1,0,F,2,1
2400861,1,1,1,JTDZN3EU1C30,999,1,48,1,1,0,F,2,1
2400861,1,1,1,JTDZN3EU1C30,999,1,999,1,1,0,F,2,1
2400861,1,1,1,JTDZN3EU1C30,999,1,999,1,1,0,F,2,1
2400861,1,1,1,JTDZN3EU1C30,999,0,48,1,1,0,F,2,1
2400861,1,1,1,JTDZN3EU1C30,999,0,48,1,1,0,F,2,1
2400861,1,1,1,JTDZN3EU1C30,999,0,999,1,1,0,F,2,1
2400861,1,1,1,JTDZN3EU1C30,999,0,999,1,1,0,F,2,1
2400862,1,1,1,5XYK5CAFXPG1,999,1,89,2,1,1,F,2,1
2400864,1,1,1,3N1CN8FV1LL9,64,1,72,1,1,1,F,1,1
2400891,1,1,1,1GKKNMLS6MZ1,999,1,89,2,1,1,F,2,1
2400894,1,8,2,KM8J3CA41LU1,999,1,89,2,1,1,F,2,1
2400895,1,8,1,1C4PJMCS8FW5,999,1,89,2,1,1,F,2,1
2400896,1,1,2,3GNCJPSB1GL1,999,1,89,2,1,1,F,1,1
2400903,1,4,3,5N1DR2MM8JC6,999,2,72,2,1,1,L,1,1
2400904,1,1,3,4T1BF1FK2HU3,999,2,40,1,1,0,L,1,1
2400914,1,1,1,WAUGUDGY4NA0,999,1,72,1,1,1,F,2,1
2400917,1,10,2,1C6RRFFG1KN8,999,1,48,3,1,1,F,2,1
2400933,1,1,1,3D4GG57V79T2,999,1,64,1,1,0,F,2,1
2400933,1,1,1,3D4GG57V79T2,999,1,64,2,1,0,F,2,1
2400933,1,1,1,3D4GG57V79T2,999,1,999,1,1,0,F,2,1
2400933,1,1,1,3D4GG57V79T2,999,1,999,2,1,0,F,2,1
2400933,1,1,1,3D4GG57V79T2,999,0,64,1,1,0,F,2,1
2400933,1,1,1,3D4GG57V79T2,999,0,64,2,1,0,F,2,1
2400933,1,1,1,3D4GG57V79T2,999,0,999,1,1,0,F,2,1
2400933,1,1,1,3D4GG57V79T2,999,0,999,2,1,0,F,2,1
2400933,1,1,1,3D4GG57V79T2,999,1,64,1,1,0,F,2,1
2400933,1,1,1,3D4GG57V79T2,999,1,64,2,1,0,F,2,1
2400933,1,1,1,3D4GG57V79T2,999,1,999,1,1,0,F,2,1
2400933,1,1,1,3D4GG57V79T2,999,1,999,2,1,0,F,2,1
2400933,1,1,1,3D4GG57V79T2,999,0,64,1,1,0,F,2,1
2400933,1,1,1,3D4GG57V79T2,999,0,64,2,1,0,F,2,1
2400933,1,1,1,3D4GG57V79T2,999,0,999,1,1,0,F,2,1
2400933,1,1,1,3D4GG57V79T2,999,0,999,2,1,0,F,2,1
2400933,1,1,1,KM8NU13C49U0,999,1,64,1,1,0,F,2,1
2400933,1,1,1,KM8NU13C49U0,999,1,64,2,1,0,F,2,1
2400933,1,1,1,KM8NU13C49U0,999,1,999,1,1,0,F,2,1
2400933,1,1,1,KM8NU13C49U0,999,1,999,2,1,0,F,2,1
2400933,1,1,1,KM8NU13C49U0,999,0,64,1,1,0,F,2,1
2400933,1,1,1,KM8NU13C49U0,999,0,64,2,1,0,F,2,1
2400933,1,1,1,KM8NU13C49U0,999,0,999,1,1,0,F,2,1
2400933,1,1,1,KM8NU13C49U0,999,0,999,2,1,0,F,2,1
2400933,1,1,1,KM8NU13C49U0,999,1,64,1,1,0,F,2,1
2400933,1,1,1,KM8NU13C49U0,999,1,64,2,1,0,F,2,1
2400933,1,1,1,KM8NU13C49U0,999,1,999,1,1,0,F,2,1
2400933,1,1,1,KM8NU13C49U0,999,1,999,2,1,0,F,2,1
2400933,1,1,1,KM8NU13C49U0,999,0,64,1,1,0,F,2,1
2400933,1,1,1,KM8NU13C49U0,999,0,64,2,1,0,F,2,1
2400933,1,1,1,KM8NU13C49U0,999,0,999,1,1,0,F,2,1
2400933,1,1,1,KM8NU13C49U0,999,0,999,2,1,0,F,2,1
2400936,1,1,1,3N1AB8BVXMY3,999,1,80,1,1,1,F,2,1
2400937,1,1,1,5NPE24AF3HH4,999,1,89,1,1,1,F,1,1
2400953,1,1,1,1GNDT13W32K1,999,1,89,2,1,0,L,1,1
2400986,1,1,1,5J6RM4H79FL0,999,1,113,2,2,0,F,2,1
2400998,1,2,2,2GNAXJEV3M61,4,1,113,2,1,1,L,2,1
2401018,1,1,1,5FNYF8H58LB0,999,1,40,2,1,1,F,1,1
2401026,1,8,1,2HKYF18715H5,26,1,64,2,1,1,F,1,1
2401029,1,1,1,1B3ES56C25D2,999,1,89,1,1,1,F,1,1
2401030,1,1,1,JF2GPALC5GH2,999,1,89,2,1,1,F,1,1
2401051,1,2,2,2HKRW2H54KH6,38,1,89,2,2,2,F,1,1
2401054,1,1,3,JF2GPAAC1HG2,30,1,56,2,1,1,F,1,1
2401063,1,1,5,1D7HU18268J2,999,2,89,3,1,0,T,2,1
2401078,1,2,2,5XXGN4A75FG3,999,1,129,1,2,2,F,1,1
2401079,1,1,1,5N1BT3CB9NC7,43,1,80,2,2,0,F,1,1
2401083,1,1,1,1GCCS19X8WK1,999,1,72,3,2,2,F,2,1
2401094,1,8,1,1FTEW1CB3LFC,999,1,89,3,1,1,F,2,1
2401104,1,1,1,19XFC1F74KE0,999,1,89,1,1,1,F,2,1
2401123,1,1,1,JA4J4UA81NZ0,999,1,999,2,1,1,F,1,1
2401125,1,1,1,1C6SRFJT8LN1,999,1,80,3,2,2,F,2,1
2401126,1,4,4,KM8R1DHE3LU1,999,2,72,2,1,1,T,1,1
2401127,2,1,1,2G11X5SA4H91,999,1,72,1,1,1,L,1,1
2401139,1,1,1,5XXGR4A66FG5,999,1,105,1,1,0,L,2,1
2401142,1,1,1,KNDERCAA3M71,999,1,40,2,1,1,F,1,1
